,id,name,powerstats,biography,appearance,work,connections,image
255,256,Fin Fang Foom,"{""intelligence"": ""50"", ""strength"": ""81"", ""speed"": ""23"", ""durability"": ""100"", ""power"": ""75"", ""combat"": ""70""}","{""full-name"": """", ""alter-egos"": ""No alter egos found."", ""aliases"": [""He Whose Limbs Shatter Mountains and Whose Back Scrapes the Sun (translation)""], ""place-of-birth"": ""-"", ""first-appearance"": ""-"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""Kakarantharaian"", ""height"": [""32'0"", ""975 cm""], ""weight"": [""40000 lb"", ""18 tons""], ""eye-color"": ""Red"", ""hair-color"": ""No Hair""}","{""occupation"": ""-"", ""base"": ""New York, formerly Valley of the Sleeping Dragon in China""}","{""group-affiliation"": ""Affiliation \""Fin Fang Four,\"" former ally of the Mandarin, pawn of Doctor Vault, member of starship crew"", ""relatives"": ""Fraktur (cousin)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1518.jpg""}"
256,257,Firebird,"{""intelligence"": ""38"", ""strength"": ""8"", ""speed"": ""40"", ""durability"": ""14"", ""power"": ""100"", ""combat"": ""42""}","{""full-name"": ""Bonita Juarez"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Pajaro Del Fuego"", ""La Espirita"", ""Firemaiden""], ""place-of-birth"": ""Buena Vista, New Mexico"", ""first-appearance"": ""INCREDIBLE HULK Vol. 2 #265"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""null"", ""height"": [""5'5'"", ""165 cm""], ""weight"": [""125 lb"", ""56 kg""], ""eye-color"": ""Brown"", ""hair-color"": ""Black""}","{""occupation"": ""Social worker, adventurer"", ""base"": ""New Mexico""}","{""group-affiliation"": ""Catholic Church; formerly the Rangers, provisional member of the Avengers West Coast, Queen's Vengeance"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/58.jpg""}"
257,258,Firelord,"{""intelligence"": ""38"", ""strength"": ""63"", ""speed"": ""75"", ""durability"": ""90"", ""power"": ""52"", ""combat"": ""28""}","{""full-name"": ""Pyreus Kril"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Nova Centurion""], ""place-of-birth"": ""Xander, planet in Tranta System, Andromeda Galaxy"", ""first-appearance"": ""THOR Vol. 1 #225"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""-"", ""race"": ""null"", ""height"": [""6'4'"", ""193 cm""], ""weight"": [""220 lb"", ""99 kg""], ""eye-color"": ""White"", ""hair-color"": ""Yellow""}","{""occupation"": ""Former starship captain, former herald of Galactus"", ""base"": ""Mobile; usually in space""}","{""group-affiliation"": ""Formerly Nova Corps, Guardians of the Galaxy (in an alternate future)"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/59.jpg""}"
258,259,Firestar,"{""intelligence"": ""50"", ""strength"": ""8"", ""speed"": ""54"", ""durability"": ""55"", ""power"": ""71"", ""combat"": ""32""}","{""full-name"": ""Angelica Jones"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Angel"", ""Anj"", ""Lady Comet""], ""place-of-birth"": ""Place of birth unknown"", ""first-appearance"": ""Uncanny X-Men #193 (May, 1985)"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""Mutant"", ""height"": [""5'8"", ""173 cm""], ""weight"": [""125 lb"", ""56 kg""], ""eye-color"": ""Green"", ""hair-color"": ""Red""}","{""occupation"": ""Student"", ""base"": ""New Warriors Crash Pad, New York City, New York State; Avengers Mansion, New York City, New York State; and formerly Massachusetts Academy, Snow Valley, Massachusetts""}","{""group-affiliation"": ""New Warriors Reservist, Avengers Reservist, and Former Hellion and student of the White Queen"", ""relatives"": ""Bartholomew Jones (father), Nana (grandmother)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/60.jpg""}"
259,260,Firestorm,"{""intelligence"": ""50"", ""strength"": ""53"", ""speed"": ""58"", ""durability"": ""56"", ""power"": ""100"", ""combat"": ""42""}","{""full-name"": ""Jason Rusch"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""The Nuclear Man""], ""place-of-birth"": ""-"", ""first-appearance"": ""Firestorm (Volume 3) #1"", ""publisher"": ""DC Comics"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""null"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""Brown"", ""hair-color"": ""Black""}","{""occupation"": ""University student; former food server at Bryson's Family Treat; former mascot at Ho-Ho Charlie's Chicken Shack; former intern at S.T.A.R. Labs"", ""base"": ""Detroit, Michigan""}","{""group-affiliation"": ""Justice League of America, formerly Lexcorp"", ""relatives"": ""Alvin Rusch (father)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/689.jpg""}"
260,261,Firestorm,"{""intelligence"": ""38"", ""strength"": ""80"", ""speed"": ""58"", ""durability"": ""80"", ""power"": ""100"", ""combat"": ""40""}","{""full-name"": ""Ronald Raymond"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Ronnie"", ""Roy"", ""Ronald Rockwell"", ""Flamehead""], ""place-of-birth"": ""-"", ""first-appearance"": ""Firestorm #1 (March, 1978)"", ""publisher"": ""DC Comics"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""Human"", ""height"": [""6'2"", ""188 cm""], ""weight"": [""202 lb"", ""91 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Auburn""}","{""occupation"": ""Adventurer; former employee of Bun 'n Run"", ""base"": ""Formerly Manhattan, New York City; Ivy University, Ivy Town; Pittsburgh, Pennsylvania""}","{""group-affiliation"": ""Firestorm Matrix, Justice League,formerly Black Lantern Corps, Power Company, White Lantern Corps"", ""relatives"": ""Edward Raymond (father); Elaine Rockwell (mother, deceased); Felicity Smoak-Raymond (stepmother); Richard Dare (grandfather)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/10395.jpg""}"
261,262,Fixer,"{""intelligence"": ""null"", ""strength"": ""null"", ""speed"": ""null"", ""durability"": ""null"", ""power"": ""null"", ""combat"": ""null""}","{""full-name"": ""Paul Norbert Ebersol"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Fixer""], ""place-of-birth"": ""Dayton, Ohio"", ""first-appearance"": ""(as Fixer) STRANGE TALES #141"", ""publisher"": ""Marvel Comics"", ""alignment"": ""bad""}","{""gender"": ""-"", ""race"": ""null"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""Red"", ""hair-color"": ""No Hair""}","{""occupation"": ""Criminal inventor"", ""base"": ""Mount Charteris""}","{""group-affiliation"": ""formerly Thunderbolts, Redeemers"", ""relatives"": ""No known relatives""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/9.jpg""}"
262,263,Flash,"{""intelligence"": ""63"", ""strength"": ""10"", ""speed"": ""100"", ""durability"": ""50"", ""power"": ""68"", ""combat"": ""32""}","{""full-name"": ""Jay Garrick"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Jay Garrick"", ""Siegfreid the Speedster""], ""place-of-birth"": ""Hibbardsville, Kansas"", ""first-appearance"": ""Flash Comics #1 (January 1940)"", ""publisher"": ""DC Comics"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""Human"", ""height"": [""5'11"", ""180 cm""], ""weight"": [""179 lb"", ""81 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Brown / White""}","{""occupation"": ""Research Scientist, part-time Director of Garrick Laboratories"", ""base"": ""Keystone City, Kansas""}","{""group-affiliation"": ""Justice Society of America, Flash Family; formerly All-Star Squadron"", ""relatives"": ""Joseph Garrick (father), Joan Williams (wife), Arthur Williams (father-in-law), unnamed adopted son (deceased), Bart Allen (Flash II, ward)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/891.jpg""}"
263,264,Flash Gordon,"{""intelligence"": ""null"", ""strength"": ""69"", ""speed"": ""null"", ""durability"": ""null"", ""power"": ""null"", ""combat"": ""null""}","{""full-name"": ""Steven Gordon"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""-""], ""place-of-birth"": ""-"", ""first-appearance"": ""Flash Gordon #1 (september 1966)"", ""publisher"": ""null"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""null"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""-"", ""hair-color"": ""-""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""-"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1345.jpg""}"
264,265,Flash II,"{""intelligence"": ""88"", ""strength"": ""48"", ""speed"": ""100"", ""durability"": ""60"", ""power"": ""100"", ""combat"": ""60""}","{""full-name"": ""Barry Allen"", ""alter-egos"": ""Black Racer"", ""aliases"": [""The Scarlet Speedster"", ""the Fastest Man Alive"", ""the Monarch of Motion"", ""the Sultan of Speed""], ""place-of-birth"": ""Fallville, Iowa"", ""first-appearance"": ""Showcase #4 (October, 1956)"", ""publisher"": ""Black Racer"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""Black Racer"", ""height"": [""6'0"", ""183 cm""], ""weight"": [""195 lb"", ""88 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Blond""}","{""occupation"": ""Forensic Scientist"", ""base"": ""Central City, Missouri""}","{""group-affiliation"": ""Flash Family, Justice League of America; formerly Blue Lantern Corps"", ""relatives"": ""Henry and Nora (parents), Malcolm Thawne (twin), Iris West Allen (wife), Wally West (Flash III, nephew), Don and Dawn Allen (son and daughter), Bart Allen (Flash IV, grandson), Jenni Ognats (granddaughter)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/892.jpg""}"
265,266,Flash III,"{""intelligence"": ""63"", ""strength"": ""10"", ""speed"": ""100"", ""durability"": ""60"", ""power"": ""100"", ""combat"": ""32""}","{""full-name"": ""Wally West"", ""alter-egos"": ""Speed Demon"", ""aliases"": [""The Fastest Man Alive"", ""The Scarlet Speedster; formerly"", ""Kid Flash I""], ""place-of-birth"": ""Blue Valley, Nebraska"", ""first-appearance"": ""Flash #110 (January, 1960)"", ""publisher"": ""Speed Demon"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""Human"", ""height"": [""6'0"", ""183 cm""], ""weight"": [""190 lb"", ""86 kg""], ""eye-color"": ""-"", ""hair-color"": ""-""}","{""occupation"": ""Adventurer, Mechanic for the KCPD"", ""base"": ""Keystone City, Kansas""}","{""group-affiliation"": ""Flash Family, Justice League of America, Titans; formerly Teen Titans"", ""relatives"": ""Rudolph and Mary West (parents), Ira West (grandfather), Iris Allen (aunt), Barry Allen (Flash II, uncle), Linda Park West (wife), Jai and Iris West (twin children)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/690.jpg""}"
266,267,Flash IV,"{""intelligence"": ""63"", ""strength"": ""10"", ""speed"": ""100"", ""durability"": ""32"", ""power"": ""100"", ""combat"": ""48""}","{""full-name"": ""Bartholomew Allen II"", ""alter-egos"": ""Impulse, Kid Flash II"", ""aliases"": [""Impulse"", ""Kid Flash II""], ""place-of-birth"": ""-"", ""first-appearance"": ""(as Impulse) Flash v.2 #91 (June 1994)* (as Kid Flash) Teen Titans v.3 #4 (December 2003)"", ""publisher"": ""Impulse"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""Human"", ""height"": [""5'2"", ""157 cm""], ""weight"": [""115 lb"", ""52 kg""], ""eye-color"": ""Yellow"", ""hair-color"": ""Auburn""}","{""occupation"": ""Police trainee"", ""base"": ""Los Angeles, California (previously Manchester, Alabama, briefly Denver, Colorado, then Keystone City, Kansas)""}","{""group-affiliation"": ""Flash Family, Teen Titans, Legion of Super-Heroes; formerly Young Justice"", ""relatives"": ""Barry Allen (Flash II, grandfather), Iris West Allen (grandmother), Don Allen (father), Meloni Thawne (mother), President Thawne (grandfather), Dawn Allen (aunt), Jenni Ognats (cousin), Thaddeus Thawne (clone), Owen Mercer (half-brother), Max Crandall (guardian)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/893.jpg""}"
267,268,Forge,"{""intelligence"": ""63"", ""strength"": ""10"", ""speed"": ""12"", ""durability"": ""28"", ""power"": ""25"", ""combat"": ""48""}","{""full-name"": """", ""alter-egos"": ""No alter egos found."", ""aliases"": [""The Maker"", ""Cheyenne""], ""place-of-birth"": ""Unrevealed, presumably in the American West"", ""first-appearance"": ""Uncanny X-Men #184"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""-"", ""race"": ""null"", ""height"": [""6'"", ""183 cm""], ""weight"": [""180 lb"", ""81 kg""], ""eye-color"": ""Brown"", ""hair-color"": ""Black""}","{""occupation"": ""Inventor working for the U.S. government, former soldier"", ""base"": ""Arlington, Virginia""}","{""group-affiliation"": ""X-Factor"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/62.jpg""}"
268,269,Franklin Richards,"{""intelligence"": ""63"", ""strength"": ""80"", ""speed"": ""50"", ""durability"": ""60"", ""power"": ""100"", ""combat"": ""50""}","{""full-name"": ""Franklin  Richards"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Franklin Benjamin"", ""Tattletale"", ""Psi-Lord"", ""Ego-Spawn"", ""Avatar""], ""place-of-birth"": ""New York, New York"", ""first-appearance"": ""Fantastic Four Annual #6"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""Mutant"", ""height"": [""4'8"", ""142 cm""], ""weight"": [""100 lb"", ""45 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Blond""}","{""occupation"": ""Student"", ""base"": ""Baxter Building, New York, New York (formerly) Four Freedoms Plaza; Pier 4; Massachusetts Academy""}","{""group-affiliation"": ""Future Foundation; formerly Power Pack, Generation X, Daydreamers"", ""relatives"": ""Reed Richards (Mister Fantastic, father), Susan Storm Richards (Invisible Woman, mother), Valeria Richards (sister), Jonathan Storm (Human Torch, uncle), Nathaniel Richards (paternal grandfather), Franklin Storm (maternal grandfather, deceased), Evelyn Richards, Mary Storm (grandmothers (paternal and maternal respectively), deceased), Benjamin J. Grimm (Thing, godfather), Alicia Masters (godmother).""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/63.jpg""}"
269,270,Franklin Storm,"{""intelligence"": ""38"", ""strength"": ""10"", ""speed"": ""1"", ""durability"": ""1"", ""power"": ""0"", ""combat"": ""10""}","{""full-name"": ""Dr. Franklin Storm"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Franklin Storm was erroneously believed to be the first Invincible Man""], ""place-of-birth"": ""Place of birth unknown"", ""first-appearance"": ""FANTASTIC FOUR #31"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""-"", ""race"": ""null"", ""height"": [""6'2'"", ""188 cm""], ""weight"": [""205 lb"", ""92 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Grey""}","{""occupation"": ""Surgeon"", ""base"": ""Inapplicable""}","{""group-affiliation"": ""-"", ""relatives"": ""Mary Storm (wife, deceased), Susan Storm Richards (Invisible Woman, daughter), Jonathan Storm (Human Torch, son), Franklin Richards (grandson), Reed Richards (Mister Fantastic, son-in-law)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/170.jpg""}"
270,271,Frenzy,"{""intelligence"": ""63"", ""strength"": ""53"", ""speed"": ""35"", ""durability"": ""100"", ""power"": ""38"", ""combat"": ""52""}","{""full-name"": ""Joanna Cargill"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""-""], ""place-of-birth"": ""-"", ""first-appearance"": ""X-Factor Vol 1 #4"", ""publisher"": ""Marvel Comics"", ""alignment"": ""bad""}","{""gender"": ""Female"", ""race"": ""null"", ""height"": [""6'11"", ""211 cm""], ""weight"": [""230 lb"", ""104 kg""], ""eye-color"": ""Brown"", ""hair-color"": ""Black""}","{""occupation"": ""Mercenary"", ""base"": ""Mobile; formerly Avalon in Earth orbit; Genosha; California""}","{""group-affiliation"": ""Acolytes, formerly Alliance of Evil; temporarily X-Men while controlled by Jean Grey, Femizons"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1108.jpg""}"
271,272,Frigga,"{""intelligence"": ""null"", ""strength"": ""null"", ""speed"": ""null"", ""durability"": ""null"", ""power"": ""null"", ""combat"": ""null""}","{""full-name"": ""Frigga"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Fricka""], ""place-of-birth"": ""Place of birth unknown"", ""first-appearance"": ""JOURNEY INTO MYSTERY #92"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""null"", ""height"": [""5'11'"", ""180 cm""], ""weight"": [""370 lb"", ""167 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""White""}","{""occupation"": ""Queen of Asgard, goddess of marriage"", ""base"": ""Asgard""}","{""group-affiliation"": ""Gods of Asgard"", ""relatives"": ""Odin (husband), Loki, Thor (foster sons)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/172.jpg""}"
272,273,Galactus,"{""intelligence"": ""100"", ""strength"": ""100"", ""speed"": ""83"", ""durability"": ""100"", ""power"": ""100"", ""combat"": ""50""}","{""full-name"": ""Galan"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Maker"", ""Devourer of Worlds"", ""Eater-of-Worlds"", ""Ravager of Worlds""], ""place-of-birth"": ""(Galan) Taa; (Galactus) the Cosmic Egg"", ""first-appearance"": ""Fantastic Four #48 (March 1966)"", ""publisher"": ""Marvel Comics"", ""alignment"": ""neutral""}","{""gender"": ""Male"", ""race"": ""Cosmic Entity"", ""height"": [""28'9"", ""876 cm""], ""weight"": [""36400 lb"", ""16 tons""], ""eye-color"": ""Black"", ""hair-color"": ""Black""}","{""occupation"": ""Planet Devourer, Third Force of the Universe - balance between Eternity and Death, Nullifying Abraxas' Influence on the Multiverse, Third Face of the Living Tribunal - representing Equity"", ""base"": ""Worldship (aka Taa II); though he is generally mobile throughout the universe via his spherical starship in search of suitable planets to consume.""}","{""group-affiliation"": ""Heralds of Galactus; formerly God Squad"", ""relatives"": ""Galan (\""father\""), Galacta (daughter)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/862.jpg""}"
